network_id,n_controls,total_Q,method,converged,stop_reason,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,regret,85,0.099501,0.00099352,85,0.099501,0.00248914,0.00000000,0.00248914,0.001,,"{""v0"": 0.001293, ""v1"": 0.00195, ""v2"": 0.150402, ""v3"": 0.149578, ""v4"": 0.238745, ""v5"": 0.000905, ""v6"": 0.00307, ""v7"": 0.000905, ""v8"": 0.000905, ""v9"": 0.002304, ""v10"": 0.001606, ""v11"": 0.224778, ""v12"": 0.223558}","{""v0"": [0.002602, 0.002598, 0.002587, 0.002549], ""v1"": [0.002594, 0.002576, 0.002571, 0.002548, 0.002535, 0.002529, 0.002508], ""v2"": [0.002625, 0.001529, 0.001286, 0.001003], ""v3"": [0.006407, 0.004522, 0.003507], ""v4"": [0.01521, 0.014227, 0.009821], ""v5"": [0.065974], ""v6"": [0.065862, 0.065497, 0.06516], ""v7"": [0.066588, 0.065948], ""v8"": [0.067299, 0.066741, 0.066322], ""v9"": [0.066939, 0.066925, 0.066682, 0.066059, 0.065488], ""v10"": [0.067172, 0.067078, 0.066964, 0.066062], ""v11"": [0.067955, 0.066473], ""v12"": [0.27054, 0.264939, 0.250674, 0.237205, 0.198497]}"
0,13,46,2,True,regret,93,0.839158,0.00099379,93,0.839158,0.00248668,-0.00000246,0.00248914,0.001,100,"{""v0"": 0.000827, ""v1"": 0.00179, ""v2"": 0.142439, ""v3"": 0.160547, ""v4"": 0.238155, ""v5"": 0.000827, ""v6"": 0.002286, ""v7"": 0.001678, ""v8"": 0.001174, ""v9"": 0.002212, ""v10"": 0.000827, ""v11"": 0.219465, ""v12"": 0.227772}","{""v0"": [0.002602, 0.0026, 0.002593, 0.002568], ""v1"": [0.002589, 0.002573, 0.002568, 0.002546, 0.002534, 0.002529, 0.002509], ""v2"": [0.002617, 0.001545, 0.001305, 0.001021], ""v3"": [0.006108, 0.004257, 0.00328], ""v4"": [0.015395, 0.014401, 0.009944], ""v5"": [0.066788], ""v6"": [0.066904, 0.066627, 0.066369], ""v7"": [0.066802, 0.065646], ""v8"": [0.067555, 0.06684, 0.066328], ""v9"": [0.067427, 0.067414, 0.067178, 0.066571, 0.066018], ""v10"": [0.068004, 0.067954, 0.067894, 0.067396], ""v11"": [0.068412, 0.066936], ""v12"": [0.264437, 0.258917, 0.244869, 0.231615, 0.193588]}"
1,14,45,1,True,regret,225338,353.412379,0.00099995,225338,353.412379,0.08985923,0.00000000,0.08985923,0.001,,"{""v0"": 0.227753, ""v1"": 0.312481, ""v2"": 0.167496, ""v3"": 0.113715, ""v4"": 0.06473, ""v5"": 0.001787, ""v6"": 0.049238, ""v7"": 0.014537, ""v8"": 0.047665, ""v9"": 1.3e-05, ""v10"": 0.000289, ""v11"": 0.000291, ""v12"": 4e-06, ""v13"": 0.0}","{""v0"": [0.089916], ""v1"": [0.08994, 0.073009, 0.051837], ""v2"": [0.089806, 0.049017], ""v3"": [0.313208, 0.281087, 0.233023, 0.175032, 0.161856], ""v4"": [0.694911, 0.691066, 0.662692, 0.608054], ""v5"": [0.692935, 0.691168], ""v6"": [0.702106, 0.699251, 0.697131, 0.627479], ""v7"": [0.694979, 0.672261], ""v8"": [0.757597, 0.744971, 0.726418, 0.643596], ""v9"": [0.999926, 0.999915, 0.999877, 0.999859], ""v10"": [0.998393, 0.998048, 0.992876], ""v11"": [0.998295, 0.997755, 0.997591, 0.995475, 0.994671], ""v12"": [0.999921], ""v13"": [0.999998, 0.999998, 0.999998, 0.999997, 0.999992]}"
1,14,45,2,True,regret,233882,1641.122055,0.00099984,233882,1641.122055,0.08985916,-0.00000008,0.08985923,0.001,100,"{""v0"": 0.227816, ""v1"": 0.312616, ""v2"": 0.167379, ""v3"": 0.113878, ""v4"": 0.064583, ""v5"": 0.002032, ""v6"": 0.048852, ""v7"": 0.014404, ""v8"": 0.047769, ""v9"": 0.000297, ""v10"": 1.3e-05, ""v11"": 0.000211, ""v12"": 0.000149, ""v13"": 0.0}","{""v0"": [0.089939], ""v1"": [0.089933, 0.073002, 0.05183], ""v2"": [0.08984, 0.049042], ""v3"": [0.313094, 0.28096, 0.232887, 0.174903, 0.16173], ""v4"": [0.695461, 0.691619, 0.663274, 0.608675], ""v5"": [0.693616, 0.691607], ""v6"": [0.703944, 0.701099, 0.698986, 0.629537], ""v7"": [0.695078, 0.672548], ""v8"": [0.757133, 0.744491, 0.725918, 0.643022], ""v9"": [0.998331, 0.998088, 0.997244, 0.996851], ""v10"": [0.999925, 0.999909, 0.999666], ""v11"": [0.998764, 0.998373, 0.998253, 0.996717, 0.996132], ""v12"": [0.997343], ""v13"": [0.999998, 0.999998, 0.999997, 0.999997, 0.999991]}"
2,13,31,1,True,plateau,154500,193.864401,0.00147255,154500,193.864401,0.10725374,0.00000000,0.10725374,0.001,,"{""v0"": 0.031405, ""v1"": 0.01503, ""v2"": 0.028579, ""v3"": 0.018612, ""v4"": 5e-06, ""v5"": 2e-06, ""v6"": 0.164684, ""v7"": 0.173434, ""v8"": 0.379321, ""v9"": 0.185702, ""v10"": 1e-06, ""v11"": 0.001633, ""v12"": 0.001592}","{""v0"": [0.10724, 0.094164, 0.091491, 0.08879], ""v1"": [0.10727, 0.09483], ""v2"": [0.107412, 0.093124, 0.084896], ""v3"": [0.107207, 0.095836], ""v4"": [0.128998, 0.128991], ""v5"": [0.129006, 0.129005, 0.129005], ""v6"": [0.128981, 0.102819, 0.05818], ""v7"": [0.340569, 0.178749], ""v8"": [0.12896, 0.040112, 0.039437], ""v9"": [0.129008], ""v10"": [0.990886], ""v11"": [0.990892, 0.98204], ""v12"": [0.990477, 0.982573, 0.981339]}"
2,13,31,2,True,plateau,152000,900.161642,0.00149133,152000,900.161642,0.10723950,-0.00001424,0.10725374,0.001,100,"{""v0"": 0.031362, ""v1"": 0.015094, ""v2"": 0.028717, ""v3"": 0.018618, ""v4"": 9e-06, ""v5"": 3e-06, ""v6"": 0.164521, ""v7"": 0.173602, ""v8"": 0.379173, ""v9"": 0.185581, ""v10"": 1e-06, ""v11"": 0.001676, ""v12"": 0.001645}","{""v0"": [0.107325, 0.094253, 0.09158, 0.088879], ""v1"": [0.107249, 0.09477], ""v2"": [0.107377, 0.093041, 0.084793], ""v3"": [0.107256, 0.095876], ""v4"": [0.129074, 0.129062], ""v5"": [0.129086, 0.129085, 0.129085], ""v6"": [0.128978, 0.102829, 0.058197], ""v7"": [0.340244, 0.178537], ""v8"": [0.129026, 0.040135, 0.03946], ""v9"": [0.129089], ""v10"": [0.990653], ""v11"": [0.990657, 0.98158], ""v12"": [0.990159, 0.981994, 0.980721]}"
3,12,43,1,True,plateau,264000,706.920037,0.00150409,264000,706.920037,0.26290422,0.00000000,0.26290422,0.001,,"{""v0"": 0.105273, ""v1"": 1e-06, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.196465, ""v6"": 0.236295, ""v7"": 0.000718, ""v8"": 0.000736, ""v9"": 0.000896, ""v10"": 0.232776, ""v11"": 0.22684}","{""v0"": [0.262659], ""v1"": [0.999992, 0.99999, 0.999982], ""v2"": [0.999998, 0.999996, 0.999996, 0.999993], ""v3"": [0.999998, 0.999997], ""v4"": [0.999998, 0.999997, 0.999996], ""v5"": [0.262909, 0.249364, 0.246588, 0.155149, 0.144375, 0.139217, 0.133457], ""v6"": [0.262906, 0.234613, 0.22487, 0.173999, 0.16093, 0.136789, 0.10096], ""v7"": [0.262195, 0.261655], ""v8"": [0.262151, 0.260738, 0.259639], ""v9"": [0.261451, 0.259713, 0.25945], ""v10"": [0.263418, 0.236079, 0.200499, 0.118479], ""v11"": [0.263415, 0.213114, 0.176741, 0.104625]}"
3,12,43,2,True,plateau,266500,884.739198,0.00149792,266500,884.739198,0.26290825,0.00000403,0.26290422,0.001,100,"{""v0"": 0.105271, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 1e-06, ""v5"": 0.196473, ""v6"": 0.236289, ""v7"": 0.000728, ""v8"": 0.000757, ""v9"": 0.000915, ""v10"": 0.232748, ""v11"": 0.226817}","{""v0"": [0.262664], ""v1"": [0.999998, 0.999997, 0.999995], ""v2"": [0.999998, 0.999996, 0.999996, 0.999993], ""v3"": [0.999998, 0.999996], ""v4"": [0.999996, 0.999994, 0.999992], ""v5"": [0.262897, 0.249352, 0.246576, 0.15514, 0.144366, 0.139209, 0.133449], ""v6"": [0.262914, 0.23462, 0.224877, 0.174005, 0.160935, 0.136794, 0.100964], ""v7"": [0.262216, 0.261668], ""v8"": [0.262154, 0.260701, 0.259571], ""v9"": [0.261448, 0.259675, 0.259406], ""v10"": [0.263457, 0.236116, 0.200531, 0.1185], ""v11"": [0.263447, 0.213142, 0.176765, 0.10464]}"
4,14,47,1,True,plateau,288000,713.039455,0.00164574,288000,713.039455,0.21315144,0.00000000,0.21315144,0.001,,"{""v0"": 0.217064, ""v1"": 0.000296, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.287793, ""v6"": 0.064073, ""v7"": 0.119352, ""v8"": 0.081517, ""v9"": 0.0, ""v10"": 0.000262, ""v11"": 1e-06, ""v12"": 0.116766, ""v13"": 0.112876}","{""v0"": [0.213086, 0.111552], ""v1"": [0.997616, 0.997221], ""v2"": [0.999995, 0.999994], ""v3"": [0.999997, 0.999997, 0.999994, 0.999993], ""v4"": [0.999998, 0.999998, 0.999998, 0.999998], ""v5"": [0.213156, 0.205694, 0.17176, 0.14476, 0.137466], ""v6"": [0.212375, 0.200152, 0.195639], ""v7"": [0.306964, 0.290095, 0.271326, 0.241669], ""v8"": [0.630063, 0.460616, 0.437271, 0.412913, 0.381523, 0.353471], ""v9"": [0.212777, 0.212777, 0.212777], ""v10"": [0.212358, 0.212335, 0.212323], ""v11"": [0.212776, 0.212776, 0.212775], ""v12"": [0.212778, 0.185302, 0.15309], ""v13"": [0.468065, 0.318917, 0.212634]}"
4,14,47,2,True,plateau,237500,1194.445294,0.00168523,237500,1194.445294,0.21306837,-0.00008307,0.21315144,0.001,100,"{""v0"": 0.217097, ""v1"": 2e-06, ""v2"": 2e-06, ""v3"": 3e-06, ""v4"": 0.000113, ""v5"": 0.287868, ""v6"": 0.06408, ""v7"": 0.119345, ""v8"": 0.081679, ""v9"": 9e-06, ""v10"": 0.0, ""v11"": 5e-06, ""v12"": 0.116847, ""v13"": 0.112949}","{""v0"": [0.213031, 0.111521], ""v1"": [0.999983, 0.99998], ""v2"": [0.999972, 0.999963], ""v3"": [0.999302, 0.999301, 0.999272, 0.999265], ""v4"": [0.99932, 0.99932, 0.999285, 0.99917], ""v5"": [0.213073, 0.205613, 0.17169, 0.144698, 0.137407], ""v6"": [0.212183, 0.19997, 0.195462], ""v7"": [0.306699, 0.289845, 0.271093, 0.241462], ""v8"": [0.629498, 0.460014, 0.436676, 0.412326, 0.380952, 0.352918], ""v9"": [0.212572, 0.21257, 0.212561], ""v10"": [0.212584, 0.212584, 0.212584], ""v11"": [0.212577, 0.212576, 0.212572], ""v12"": [0.212584, 0.185124, 0.152933], ""v13"": [0.467853, 0.318732, 0.212492]}"
