network_id,n_controls,total_Q,method,converged,iters_to_converge,runtime_to_converge_s,avg_regret_at_converge,total_iters,total_runtime_s,converged_minmax_value,final_opt_gap,v_opt,epsilon,samples,final_ell,final_indices
0,13,46,1,True,5,0.008914,0.00087092,5,0.008914,0.00004637,0.00000000,0.00004637,0.001,,"{""v0"": 0.015385, ""v1"": 0.035483, ""v2"": 0.148089, ""v3"": 0.148665, ""v4"": 0.171282, ""v5"": 0.015385, ""v6"": 0.04571, ""v7"": 0.015385, ""v8"": 0.015385, ""v9"": 0.039743, ""v10"": 0.015385, ""v11"": 0.16723, ""v12"": 0.166875}","{""v0"": [4.7e-05, 4.6e-05, 4.3e-05, 3.3e-05], ""v1"": [3.9e-05, 3.2e-05, 3.1e-05, 2.6e-05, 2.4e-05, 2.3e-05, 2e-05], ""v2"": [5.8e-05, 2.9e-05, 2.4e-05, 1.8e-05], ""v3"": [0.000302, 0.000191, 0.00014], ""v4"": [0.001563, 0.00145, 0.000966], ""v5"": [0.010306], ""v6"": [0.009838, 0.008767, 0.007958], ""v7"": [0.012934, 0.010215], ""v8"": [0.015781, 0.013026, 0.011448], ""v9"": [0.013231, 0.013167, 0.01209, 0.009866, 0.008384], ""v10"": [0.017155, 0.01679, 0.016365, 0.013509], ""v11"": [0.020916, 0.020393], ""v12"": [0.150587, 0.146969, 0.137865, 0.12941, 0.105852]}"
0,13,46,2,True,7,0.025418,0.00089311,7,0.025418,0.00004337,-0.00000300,0.00004637,0.001,10,"{""v0"": 0.010989, ""v1"": 0.032175, ""v2"": 0.170211, ""v3"": 0.169742, ""v4"": 0.145016, ""v5"": 0.010989, ""v6"": 0.036981, ""v7"": 0.010989, ""v8"": 0.016254, ""v9"": 0.042319, ""v10"": 0.010989, ""v11"": 0.178477, ""v12"": 0.164869}","{""v0"": [4.4e-05, 4.4e-05, 4.1e-05, 3.4e-05], ""v1"": [3.5e-05, 3e-05, 2.9e-05, 2.4e-05, 2.2e-05, 2.2e-05, 1.9e-05], ""v2"": [5.1e-05, 2.5e-05, 2e-05, 1.5e-05], ""v3"": [0.000335, 0.000208, 0.000151], ""v4"": [0.002157, 0.002009, 0.001359], ""v5"": [0.011213], ""v6"": [0.010434, 0.009448, 0.008683], ""v7"": [0.013374, 0.011135], ""v8"": [0.014103, 0.01155, 0.010106], ""v9"": [0.011662, 0.011602, 0.010612, 0.00859, 0.00726], ""v10"": [0.016445, 0.016185, 0.01588, 0.013714], ""v11"": [0.018966, 0.018483], ""v12"": [0.153783, 0.150102, 0.140836, 0.132227, 0.108219]}"
1,14,45,1,True,24980,51.851092,0.00099922,24980,51.851092,0.01343563,0.00000000,0.01343563,0.001,,"{""v0"": 0.181631, ""v1"": 0.231537, ""v2"": 0.118366, ""v3"": 0.089765, ""v4"": 0.133987, ""v5"": 0.038617, ""v6"": 0.072353, ""v7"": 0.057226, ""v8"": 0.071512, ""v9"": 0.001519, ""v10"": 0.001492, ""v11"": 0.001616, ""v12"": 0.000378, ""v13"": 3e-06}","{""v0"": [0.013412], ""v1"": [0.013439, 0.010743, 0.007485], ""v2"": [0.013413, 0.006877], ""v3"": [0.070102, 0.06121, 0.048769, 0.03499, 0.03203], ""v4"": [0.232324, 0.229131, 0.207105, 0.171107], ""v5"": [0.232058, 0.214417], ""v6"": [0.376687, 0.373526, 0.371196, 0.302192], ""v7"": [0.231332, 0.193086], ""v8"": [0.439202, 0.422824, 0.399969, 0.312642], ""v9"": [0.983046, 0.980623, 0.972278, 0.968437], ""v10"": [0.983559, 0.980091, 0.93066], ""v11"": [0.981232, 0.97542, 0.973663, 0.951548, 0.94338], ""v12"": [0.986653], ""v13"": [0.999967, 0.999963, 0.999957, 0.999951, 0.999861]}"
1,14,45,2,True,25592,66.302075,0.00099928,25592,66.302075,0.01348119,0.00004556,0.01343563,0.001,10,"{""v0"": 0.181191, ""v1"": 0.231187, ""v2"": 0.118813, ""v3"": 0.089152, ""v4"": 0.13459, ""v5"": 0.038557, ""v6"": 0.073224, ""v7"": 0.055799, ""v8"": 0.07339, ""v9"": 0.001357, ""v10"": 0.000854, ""v11"": 0.001232, ""v12"": 0.000637, ""v13"": 1.8e-05}","{""v0"": [0.013475], ""v1"": [0.013484, 0.010779, 0.00751], ""v2"": [0.013434, 0.006884], ""v3"": [0.070588, 0.061659, 0.049154, 0.035288, 0.032307], ""v4"": [0.232261, 0.229062, 0.207006, 0.170974], ""v5"": [0.231197, 0.21364], ""v6"": [0.375008, 0.37184, 0.369507, 0.300463], ""v7"": [0.231587, 0.193858], ""v8"": [0.43293, 0.416534, 0.393687, 0.306744], ""v9"": [0.984841, 0.98267, 0.975185, 0.971736], ""v10"": [0.990555, 0.988546, 0.959234], ""v11"": [0.985653, 0.981184, 0.979831, 0.962696, 0.956321], ""v12"": [0.977499], ""v13"": [0.999787, 0.999766, 0.999728, 0.999685, 0.999113]}"
2,13,31,1,True,34093,49.260254,0.00099989,34093,49.260254,0.01722821,0.00000000,0.01722821,0.001,,"{""v0"": 0.041099, ""v1"": 0.021224, ""v2"": 0.038534, ""v3"": 0.025717, ""v4"": 0.000154, ""v5"": 3.7e-05, ""v6"": 0.160949, ""v7"": 0.154955, ""v8"": 0.276023, ""v9"": 0.16098, ""v10"": 2.4e-05, ""v11"": 0.061822, ""v12"": 0.058482}","{""v0"": [0.017251, 0.013161, 0.012453, 0.011775], ""v1"": [0.017175, 0.013251], ""v2"": [0.01716, 0.01272, 0.010702], ""v3"": [0.017157, 0.013549], ""v4"": [0.027635, 0.027571], ""v5"": [0.027698, 0.027695, 0.027694], ""v6"": [0.027683, 0.02056, 0.010419], ""v7"": [0.161189, 0.074918], ""v8"": [0.027709, 0.00813, 0.00799], ""v9"": [0.02771], ""v10"": [0.511014], ""v11"": [0.510408, 0.343809], ""v12"": [0.511202, 0.361796, 0.345879]}"
2,13,31,2,True,37323,67.984550,0.00099982,37323,67.984550,0.01720233,-0.00002588,0.01722821,0.001,10,"{""v0"": 0.041265, ""v1"": 0.021229, ""v2"": 0.038241, ""v3"": 0.02581, ""v4"": 6.1e-05, ""v5"": 2.4e-05, ""v6"": 0.164376, ""v7"": 0.151518, ""v8"": 0.276366, ""v9"": 0.161525, ""v10"": 3e-06, ""v11"": 0.061393, ""v12"": 0.058192}","{""v0"": [0.017216, 0.013124, 0.012417, 0.011739], ""v1"": [0.017171, 0.013247], ""v2"": [0.017217, 0.012781, 0.01076], ""v3"": [0.017153, 0.013538], ""v4"": [0.027672, 0.027647], ""v5"": [0.027697, 0.027696, 0.027695], ""v6"": [0.027686, 0.020523, 0.010372], ""v7"": [0.167205, 0.078013], ""v8"": [0.027705, 0.008128, 0.007988], ""v9"": [0.02763], ""v10"": [0.512823], ""v11"": [0.51274, 0.345917], ""v12"": [0.512845, 0.363316, 0.347369]}"
3,12,43,1,True,247637,658.749612,0.00099988,247637,658.749612,0.08585148,0.00000000,0.08585148,0.001,,"{""v0"": 0.128859, ""v1"": 0.000237, ""v2"": 0.0, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.19941, ""v6"": 0.225976, ""v7"": 0.000896, ""v8"": 0.000889, ""v9"": 0.000968, ""v10"": 0.223315, ""v11"": 0.219449}","{""v0"": [0.085853], ""v1"": [0.996946, 0.995847, 0.992902], ""v2"": [0.999995, 0.999992, 0.999992, 0.999985], ""v3"": [0.999995, 0.999993], ""v4"": [0.999996, 0.999994, 0.999991], ""v5"": [0.085846, 0.080428, 0.079334, 0.046119, 0.042535, 0.040842, 0.038968], ""v6"": [0.085846, 0.074677, 0.07096, 0.052547, 0.048069, 0.04005, 0.028717], ""v7"": [0.085398, 0.084965], ""v8"": [0.085395, 0.0843, 0.08346], ""v9"": [0.085011, 0.083812, 0.083631], ""v10"": [0.08639, 0.07554, 0.062185, 0.034318], ""v11"": [0.086385, 0.066822, 0.053713, 0.029969]}"
3,12,43,2,True,254453,290.712104,0.00099990,254453,290.712104,0.08587546,0.00002399,0.08585148,0.001,10,"{""v0"": 0.12897, ""v1"": 0.0, ""v2"": 0.0, ""v3"": 1e-06, ""v4"": 0.000189, ""v5"": 0.199395, ""v6"": 0.225942, ""v7"": 0.000899, ""v8"": 0.000929, ""v9"": 0.001027, ""v10"": 0.223256, ""v11"": 0.219392}","{""v0"": [0.085733], ""v1"": [0.999996, 0.999994, 0.99999], ""v2"": [0.999995, 0.999992, 0.999992, 0.999985], ""v3"": [0.999986, 0.999979], ""v4"": [0.997511, 0.996466, 0.994721], ""v5"": [0.08586, 0.080441, 0.079347, 0.046127, 0.042542, 0.040849, 0.038974], ""v6"": [0.085876, 0.074703, 0.070985, 0.052566, 0.048087, 0.040065, 0.028728], ""v7"": [0.085447, 0.085012], ""v8"": [0.085402, 0.08426, 0.083384], ""v9"": [0.084979, 0.083709, 0.083518], ""v10"": [0.086442, 0.075586, 0.062224, 0.03434], ""v11"": [0.086436, 0.066862, 0.053746, 0.029988]}"
4,14,47,1,True,198788,546.274620,0.00099980,198788,546.274620,0.05556835,0.00000000,0.05556835,0.001,,"{""v0"": 0.230509, ""v1"": 0.000308, ""v2"": 1e-06, ""v3"": 0.0, ""v4"": 0.0, ""v5"": 0.276054, ""v6"": 0.08084, ""v7"": 0.105433, ""v8"": 0.07063, ""v9"": 0.0, ""v10"": 0.00029, ""v11"": 1e-06, ""v12"": 0.12456, ""v13"": 0.111375}","{""v0"": [0.055551, 0.026549], ""v1"": [0.995051, 0.994234], ""v2"": [0.999987, 0.999983], ""v3"": [0.99999, 0.99999, 0.999981, 0.999979], ""v4"": [0.999995, 0.999995, 0.999995, 0.999994], ""v5"": [0.055569, 0.05325, 0.043101, 0.035459, 0.033457], ""v6"": [0.055198, 0.049349, 0.047339], ""v7"": [0.135117, 0.124994, 0.114222, 0.098174], ""v8"": [0.455008, 0.295086, 0.275841, 0.256378, 0.232182, 0.211358], ""v9"": [0.055343, 0.055342, 0.055342], ""v10"": [0.055123, 0.055111, 0.055104], ""v11"": [0.055342, 0.055342, 0.055342], ""v12"": [0.055343, 0.045377, 0.035082], ""v13"": [0.245959, 0.147906, 0.091]}"
4,14,47,2,True,191748,310.374356,0.00099991,191748,310.374356,0.05553833,-0.00003002,0.05556835,0.001,10,"{""v0"": 0.230535, ""v1"": 3e-06, ""v2"": 3e-06, ""v3"": 5.7e-05, ""v4"": 0.000201, ""v5"": 0.276108, ""v6"": 0.081363, ""v7"": 0.105278, ""v8"": 0.070429, ""v9"": 2.1e-05, ""v10"": 1e-06, ""v11"": 1.4e-05, ""v12"": 0.125199, ""v13"": 0.11079}","{""v0"": [0.055522, 0.026535], ""v1"": [0.999945, 0.999936], ""v2"": [0.999934, 0.999913], ""v3"": [0.996902, 0.996897, 0.995807, 0.995541], ""v4"": [0.997573, 0.997573, 0.997449, 0.997042], ""v5"": [0.055539, 0.053221, 0.043077, 0.03544, 0.033439], ""v6"": [0.0551, 0.049241, 0.047229], ""v7"": [0.135631, 0.125476, 0.114669, 0.098566], ""v8"": [0.455994, 0.295914, 0.276636, 0.257137, 0.232892, 0.212022], ""v9"": [0.055297, 0.055295, 0.055285], ""v10"": [0.05531, 0.05531, 0.05531], ""v11"": [0.0553, 0.055298, 0.055293], ""v12"": [0.055311, 0.045333, 0.035035], ""v13"": [0.24758, 0.149008, 0.091724]}"
